employee_id,first_name,last_name,email,phone,date_of_birth,branch_id,position_title,department,position_level,monthly_salary,contract_type,weekly_hours,hire_date,termination_date,is_active,manager_id
314,Lynn,van Beek,lynn.vanbeek@degoudentarwe.nl,+31 06 43497830,1973-10-18,19,Magazijnmedewerker,Logistiek,2,2094.09,Vast,16,2015-06-23,,True,
315,Petronella,de Graaf,petronella.degraaf@degoudentarwe.nl,+31 06 49990180,1986-11-23,19,Regiomanager,Management,6,4808.84,Oproep,0,2015-07-31,,True,277
316,Femke,Smeets,femke.smeets@degoudentarwe.nl,+31 06 91463619,1969-07-27,19,Assistent Bakker,Productie,2,2426.39,Stage,16,2018-12-02,,True,
317,Stijn,van den Berg,stijn.vandenberg@degoudentarwe.nl,+31 06 82299986,1986-11-01,19,Leerling Bakker,Productie,1,1771.10,Stage,32,2017-12-14,,True,
318,Liam,de Graaf,liam.degraaf@degoudentarwe.nl,+31 020 6279545,2002-12-18,19,Assistent Bakker,Productie,2,1936.48,Vast,16,2019-01-24,,True,
319,Liam,Klein,liam.klein@degoudentarwe.nl,+31 020 7433409,1979-06-22,19,Marketing Medewerker,Marketing,3,3323.83,Stage,36,2014-10-30,,True,216
320,Milan,Klein,milan.klein@degoudentarwe.nl,+31 040 2172303,1991-11-04,19,Regiomanager,Management,6,5217.94,Oproep,0,2019-02-19,,True,37
321,Annemiek,Smeets,annemiek.smeets@degoudentarwe.nl,+31 06 40500662,2001-02-19,20,Bezorger,Logistiek,2,2277.16,Vast,16,2017-02-19,,True,
322,Levi,van der Linden,levi.vanderlinden@degoudentarwe.nl,+31 040 1727618,1967-07-01,20,Assistent Manager,Management,4,3149.86,Tijdelijk,40,2014-07-16,,True,301
323,Levi,van der Meer,levi.vandermeer@degoudentarwe.nl,+31 06 83350459,1983-02-06,20,Assistent Banketbakker,Productie,2,2680.33,Stage,32,2017-12-01,2018-05-09,False,
324,Julia,Visser,julia.visser@degoudentarwe.nl,+31 06 17025242,1990-05-17,20,Marketing Medewerker,Marketing,3,3549.70,Vast,32,2018-07-17,,True,97
325,Sanne,Hoekstra,sanne.hoekstra@degoudentarwe.nl,+31 06 89813547,1990-08-26,20,Hoofdbakker,Productie,4,3752.88,Stage,36,2017-12-21,,True,22
326,Marieke,van Beek,marieke.vanbeek@degoudentarwe.nl,+31 010 2545730,1977-05-04,20,Bakker,Productie,3,3278.22,Tijdelijk,20,2017-11-22,,True,263
327,Noah,van Vliet,noah.vanvliet@degoudentarwe.nl,+31 06 41591758,1974-10-28,20,Verkoopmedewerker (parttime),Verkoop,1,1011.30,Vast,36,2015-08-20,,True,
328,Wilhelmina,de Wit,wilhelmina.dewit@degoudentarwe.nl,+31 06 96385376,1973-06-21,20,Verkoopmedewerker (parttime),Verkoop,1,1066.98,Vast,36,2018-07-02,,True,
329,Maria,de Jong,maria.dejong@degoudentarwe.nl,+31 06 63741839,1990-02-23,21,Assistent Bakker,Productie,2,2468.40,Tijdelijk,40,2016-09-14,,True,
330,Sara,de Wit,sara.dewit@degoudentarwe.nl,+31 040 5065999,1983-09-27,21,Banketbakker,Productie,4,3537.54,Oproep,0,2018-07-24,2020-01-16,False,119
331,Max,van Beek,max.vanbeek@degoudentarwe.nl,+31 06 62701987,2002-10-03,21,Assistent Bakker,Productie,2,2222.67,Stage,40,2019-01-07,,True,
332,Mila,Kok,mila.kok@degoudentarwe.nl,+31 06 62685972,1976-04-26,21,Boekhouder,Financien,4,3485.78,Oproep,0,2014-02-13,,True,18
333,Ingrid,Jansen,ingrid.jansen@degoudentarwe.nl,+31 06 14644521,1991-06-27,21,Bakker,Productie,3,2838.91,Tijdelijk,32,2018-03-15,2021-07-08,False,197
334,Sophie,Prins,sophie.prins@degoudentarwe.nl,+31 06 59865410,1972-04-05,21,Leerling Bakker,Productie,1,1859.19,Stage,24,2014-11-07,,True,
335,Sara,Vos,sara.vos@degoudentarwe.nl,+31 020 5629673,1997-10-04,21,Schoonmaker,Facilitair,1,1805.08,Vast,32,2017-07-16,,True,
336,Tessa,Strik,tessa.strik@degoudentarwe.nl,+31 06 86554325,1981-05-06,21,HR Medewerker,HR,4,3354.58,Stage,16,2014-08-15,,True,123
337,Fleur,Visser,fleur.visser@degoudentarwe.nl,+31 06 90196412,1980-07-15,22,Assistent Bakker,Productie,2,1985.90,Oproep,0,2016-03-05,,True,
338,Pieter,van der Linden,pieter.vanderlinden@degoudentarwe.nl,+31 06 43501397,1967-01-20,22,HR Medewerker,HR,4,3347.25,Oproep,0,2015-10-10,,True,219
339,Wim,Smeets,wim.smeets@degoudentarwe.nl,+31 040 5858105,1969-11-09,22,Schoonmaker,Facilitair,1,1738.51,Oproep,0,2013-10-28,,True,
340,Maria,Peters,maria.peters@degoudentarwe.nl,+31 030 9335932,1967-12-05,22,Assistent Manager,Management,4,2907.41,Stage,24,2017-03-12,2019-03-21,False,122
341,Ingrid,Groen,ingrid.groen@degoudentarwe.nl,+31 040 5903482,1996-01-21,22,Assistent Manager,Management,4,3780.02,Oproep,0,2014-03-23,,True,209
342,Hendrik,van der Meer,hendrik.vandermeer@degoudentarwe.nl,+31 040 6672359,1980-03-23,22,Bezorger,Logistiek,2,2123.97,Oproep,0,2018-04-02,,True,
343,Mila,de Graaf,mila.degraaf@degoudentarwe.nl,+31 06 49132217,1977-09-28,22,Leerling Bakker,Productie,1,1684.70,Stage,24,2015-03-06,,True,
344,Pieter,Kok,pieter.kok@degoudentarwe.nl,+31 06 99056252,1996-01-09,22,HR Medewerker,HR,4,3161.33,Stage,40,2017-10-20,,True,65
345,Cornelia,van Dijk,cornelia.vandijk@degoudentarwe.nl,+31 040 8602606,1995-11-08,23,Bezorger,Logistiek,2,1837.54,Vast,32,2015-12-31,,True,
346,Max,Groen,max.groen@degoudentarwe.nl,+31 040 7027464,1965-04-19,23,Magazijnmedewerker,Logistiek,2,2122.28,Oproep,0,2018-10-11,,True,
347,Lucas,Bos,lucas.bos@degoudentarwe.nl,+31 06 61289119,1995-11-27,23,Schoonmaker,Facilitair,1,1725.81,Vast,32,2018-10-21,,True,
348,Lars,Vermeer,lars.vermeer@degoudentarwe.nl,+31 040 3223550,1970-03-08,23,Filiaalmanager,Management,5,3892.04,Stage,36,2017-12-30,,True,151
349,Emma,van der Velden,emma.vandervelden@degoudentarwe.nl,+31 06 88954042,1983-03-15,23,Assistent Manager,Management,4,3752.14,Tijdelijk,20,2015-06-18,,True,136
350,Hendrik,van den Heuvel,hendrik.vandenheuvel@degoudentarwe.nl,+31 010 6642816,1969-06-11,23,Bezorger,Logistiek,2,2204.65,Stage,40,2016-09-18,2017-01-29,False,
351,Sem,de Jong,sem.dejong@degoudentarwe.nl,+31 06 45775081,1989-10-03,23,Banketbakker,Productie,4,3910.07,Stage,24,2017-11-10,,True,20
352,Petronella,van Leeuwen,petronella.vanleeuwen@degoudentarwe.nl,+31 010 4189791,1981-12-08,23,Assistent Banketbakker,Productie,2,2219.72,Oproep,0,2018-12-24,,True,
353,Ruben,Bos,ruben.bos@degoudentarwe.nl,+31 040 2320127,1978-03-23,23,Regiomanager,Management,6,6013.45,Oproep,0,2017-10-29,,True,91
354,Lynn,Vermeer,lynn.vermeer@degoudentarwe.nl,+31 06 19374434,2002-10-19,23,Bakker,Productie,3,2799.93,Tijdelijk,16,2017-04-01,,True,305
355,Milan,Groen,milan.groen@degoudentarwe.nl,+31 030 5517975,2001-12-19,23,Boekhouder,Financien,4,4122.17,Vast,36,2016-04-18,,True,247
356,Thijs,Vermeer,thijs.vermeer@degoudentarwe.nl,+31 06 65575367,1998-03-12,23,Verkoopmedewerker (parttime),Verkoop,1,1230.61,Stage,20,2017-12-04,,True,
357,Greta,Brouwer,greta.brouwer@degoudentarwe.nl,+31 06 43277602,1988-04-06,23,Regiomanager,Management,6,4954.97,Oproep,0,2018-03-24,,True,332
358,Frans,van Vliet,frans.vanvliet@degoudentarwe.nl,+31 030 3390262,2003-12-23,23,Regiomanager,Management,6,4688.85,Tijdelijk,36,2016-09-22,,True,285
359,Milan,Meijer,milan.meijer@degoudentarwe.nl,+31 030 6516481,1992-12-11,24,Assistent Banketbakker,Productie,2,2744.82,Oproep,0,2014-11-05,,True,
360,Jesse,Smit,jesse.smit@degoudentarwe.nl,+31 06 10612254,1997-01-03,24,Assistent Banketbakker,Productie,2,2799.79,Oproep,0,2019-04-07,,True,
361,Tessa,van Beek,tessa.vanbeek@degoudentarwe.nl,+31 010 1624011,1977-01-14,24,Assistent Bakker,Productie,2,2018.40,Stage,20,2018-05-23,,True,
362,Cornelia,de Haan,cornelia.dehaan@degoudentarwe.nl,+31 040 7284668,1972-10-10,24,Verkoopmedewerker (parttime),Verkoop,1,1332.45,Stage,36,2019-04-23,,True,
363,Cornelia,Prins,cornelia.prins@degoudentarwe.nl,+31 030 5885505,1969-09-06,24,HR Medewerker,HR,4,3175.16,Tijdelijk,24,2018-10-16,,True,17
364,Gerard,van der Velden,gerard.vandervelden@degoudentarwe.nl,+31 030 4891966,1983-04-07,24,Assistent Bakker,Productie,2,2169.27,Stage,20,2018-01-24,,True,
365,Lisa,de Haan,lisa.dehaan@degoudentarwe.nl,+31 020 5769910,1977-05-20,24,Filiaalmanager,Management,5,3892.60,Vast,40,2016-05-23,,True,220
366,Sem,de Boer,sem.deboer@degoudentarwe.nl,+31 040 6223505,1974-07-26,24,Filiaalmanager,Management,5,4102.42,Vast,32,2016-02-09,,True,81
367,Emma,de Graaf,emma.degraaf@degoudentarwe.nl,+31 06 56466303,1990-05-23,25,Verkoopmedewerker,Verkoop,2,2290.56,Stage,16,2019-01-20,,True,
368,Ingrid,de Graaf,ingrid.degraaf@degoudentarwe.nl,+31 030 8442440,1998-03-19,25,Assistent Bakker,Productie,2,2499.79,Stage,32,2017-01-18,,True,
369,Hans,de Boer,hans.deboer@degoudentarwe.nl,+31 06 48550699,2002-11-25,25,Schoonmaker,Facilitair,1,1797.15,Vast,40,2016-11-26,,True,
370,Liam,Prins,liam.prins@degoudentarwe.nl,+31 06 62448284,1990-06-01,25,Bezorger,Logistiek,2,2296.20,Oproep,0,2015-11-17,,True,
371,Niels,Janssen,niels.janssen@degoudentarwe.nl,+31 06 68285030,1967-02-25,25,Verkoopmedewerker (parttime),Verkoop,1,1358.79,Stage,16,2018-09-10,,True,
372,Willem,Hendriks,willem.hendriks@degoudentarwe.nl,+31 040 9381184,2004-11-07,25,Regiomanager,Management,6,5827.90,Oproep,0,2015-03-03,,True,124
373,Hans,Vermeer,hans.vermeer@degoudentarwe.nl,+31 06 92491771,2004-09-04,25,Filiaalmanager,Management,5,3531.44,Oproep,0,2014-04-25,,True,9
374,Geertruida,Dijkstra,geertruida.dijkstra@degoudentarwe.nl,+31 010 2209255,1972-12-08,25,Filiaalmanager,Management,5,4400.52,Tijdelijk,20,2016-05-09,,True,349
375,Iris,van den Berg,iris.vandenberg@degoudentarwe.nl,+31 040 6072219,1975-04-03,26,Verkoopmedewerker (parttime),Verkoop,1,967.90,Tijdelijk,20,2018-09-01,,True,
376,Cornelia,van den Berg,cornelia.vandenberg@degoudentarwe.nl,+31 06 93994857,2004-06-08,26,Banketbakker,Productie,4,2826.31,Stage,20,2016-08-16,,True,185
377,Liam,Vermeer,liam.vermeer@degoudentarwe.nl,+31 06 39076677,2001-04-20,26,Bakker,Productie,3,3351.79,Tijdelijk,16,2015-06-16,,True,78
378,Jesse,Hendriks,jesse.hendriks@degoudentarwe.nl,+31 020 7628159,1978-09-23,26,Marketing Medewerker,Marketing,3,3014.44,Oproep,0,2015-08-06,,True,71
379,Sophie,Jacobs,sophie.jacobs@degoudentarwe.nl,+31 06 60401924,1998-02-10,26,Leerling Bakker,Productie,1,1730.37,Vast,40,2017-12-30,,True,
380,Noa,van Leeuwen,noa.vanleeuwen@degoudentarwe.nl,+31 040 7226287,1981-06-28,26,Schoonmaker,Facilitair,1,1740.64,Stage,24,2017-11-14,,True,
381,Wim,Groen,wim.groen@degoudentarwe.nl,+31 06 83765540,1980-02-22,26,Assistent Manager,Management,4,3243.16,Stage,40,2018-03-25,2022-04-19,False,312
382,Tessa,de Jong,tessa.dejong@degoudentarwe.nl,+31 06 14935975,1996-09-27,26,Magazijnmedewerker,Logistiek,2,2098.43,Oproep,0,2018-10-11,,True,
383,Lars,van Leeuwen,lars.vanleeuwen@degoudentarwe.nl,+31 030 7957199,1998-02-18,27,Bezorger,Logistiek,2,1961.21,Stage,24,2017-11-03,,True,
384,Tim,Vermeer,tim.vermeer@degoudentarwe.nl,+31 06 39297446,1989-01-20,27,Banketbakker,Productie,4,3357.19,Tijdelijk,36,2018-10-22,,True,200
385,Fleur,Willems,fleur.willems@degoudentarwe.nl,+31 030 5244453,1997-11-27,27,Marketing Medewerker,Marketing,3,2725.27,Tijdelijk,24,2019-06-02,,True,30
386,Mila,Hendriks,mila.hendriks@degoudentarwe.nl,+31 06 81642559,1978-05-04,27,Assistent Bakker,Productie,2,2302.96,Tijdelijk,32,2018-02-05,,True,
387,Femke,Smit,femke.smit@degoudentarwe.nl,+31 020 3183557,2002-03-12,27,HR Medewerker,HR,4,3727.79,Stage,20,2019-06-28,,True,103
388,Sanne,Brouwer,sanne.brouwer@degoudentarwe.nl,+31 06 83739760,1978-11-09,27,Hoofdbakker,Productie,4,4429.86,Stage,40,2017-08-05,,True,52
389,Pieter,Willems,pieter.willems@degoudentarwe.nl,+31 06 88288005,1975-08-13,27,Schoonmaker,Facilitair,1,1635.50,Tijdelijk,24,2017-06-01,,True,
390,Lars,Prins,lars.prins@degoudentarwe.nl,+31 010 9478543,1979-05-26,27,Marketing Medewerker,Marketing,3,2745.22,Oproep,0,2018-05-17,2022-02-20,False,386
391,Max,Strik,max.strik@degoudentarwe.nl,+31 06 18774447,1990-05-27,28,Regiomanager,Management,6,6443.96,Tijdelijk,16,2014-02-17,,True,377
392,Dirk,Groen,dirk.groen@degoudentarwe.nl,+31 06 77584989,1975-03-18,28,Assistent Bakker,Productie,2,2013.38,Stage,16,2017-09-07,2018-09-21,False,
393,Wilhelmina,van der Velden,wilhelmina.vandervelden@degoudentarwe.nl,+31 06 43678282,1979-08-27,28,Boekhouder,Financien,4,3180.49,Stage,32,2019-01-22,,True,128
394,Julia,van Beek,julia.vanbeek@degoudentarwe.nl,+31 06 12613599,1979-11-14,28,Assistent Banketbakker,Productie,2,2565.03,Stage,24,2014-11-03,,True,
395,Tim,van Dijk,tim.vandijk@degoudentarwe.nl,+31 06 58977853,2003-10-03,28,Banketbakker,Productie,4,3467.01,Oproep,0,2017-06-26,,True,52
396,Yara,Janssen,yara.janssen@degoudentarwe.nl,+31 010 4029855,1968-01-09,28,Boekhouder,Financien,4,3458.62,Tijdelijk,32,2014-04-18,,True,259
397,Roos,Visser,roos.visser@degoudentarwe.nl,+31 06 83220125,1994-12-06,28,Regiomanager,Management,6,5080.39,Stage,20,2016-07-24,,True,251
398,Lieke,Schouten,lieke.schouten@degoudentarwe.nl,+31 030 2898972,1965-08-15,28,Verkoopmedewerker,Verkoop,2,1972.98,Vast,16,2018-06-15,,True,
399,Jesse,Molenaar,jesse.molenaar@degoudentarwe.nl,+31 040 4540801,1982-02-15,28,Verkoopmedewerker,Verkoop,2,1988.28,Oproep,0,2017-03-17,,True,
400,Femke,van Dijk,femke.vandijk@degoudentarwe.nl,+31 040 5020855,1974-11-24,28,Verkoopmedewerker (parttime),Verkoop,1,948.56,Oproep,0,2015-01-31,,True,
401,Mila,van de Ven,mila.vandeven@degoudentarwe.nl,+31 040 6454704,1979-03-28,28,Magazijnmedewerker,Logistiek,2,2216.85,Tijdelijk,32,2018-04-28,,True,
402,Fenna,Janssen,fenna.janssen@degoudentarwe.nl,+31 020 1649037,1995-09-26,28,Schoonmaker,Facilitair,1,1817.41,Oproep,0,2014-01-08,,True,
403,Petronella,Bos,petronella.bos@degoudentarwe.nl,+31 06 74848993,1983-06-17,28,Regiomanager,Management,6,4913.62,Stage,36,2018-04-26,,True,39
404,Adriana,Strik,adriana.strik@degoudentarwe.nl,+31 040 5192316,1981-02-23,28,Hoofdbakker,Productie,4,4069.58,Oproep,0,2015-07-21,,True,356
405,Annemiek,van Beek,annemiek.vanbeek@degoudentarwe.nl,+31 06 97856262,2000-01-20,29,Assistent Bakker,Productie,2,1826.99,Tijdelijk,20,2017-06-16,,True,
406,Femke,Hendriks,femke.hendriks@degoudentarwe.nl,+31 030 4934724,1993-01-14,29,Assistent Banketbakker,Productie,2,2582.85,Oproep,0,2017-08-28,,True,
407,Ingrid,Dijkstra,ingrid.dijkstra@degoudentarwe.nl,+31 030 9235769,1977-07-07,29,HR Medewerker,HR,4,3063.77,Stage,36,2017-01-29,,True,2
408,Gerard,Visser,gerard.visser@degoudentarwe.nl,+31 020 8262329,1978-02-25,29,Hoofdbakker,Productie,4,3753.55,Tijdelijk,32,2017-10-12,,True,390
409,Esther,van den Berg,esther.vandenberg@degoudentarwe.nl,+31 030 2919968,1965-11-13,29,HR Medewerker,HR,4,3678.87,Oproep,0,2019-05-23,,True,378
410,Joost,Vos,joost.vos@degoudentarwe.nl,+31 010 4413213,2003-12-25,29,Verkoopmedewerker (parttime),Verkoop,1,1106.29,Vast,36,2017-04-06,,True,
411,Pieter,Hoekstra,pieter.hoekstra@degoudentarwe.nl,+31 040 4632955,1973-03-27,29,Assistent Manager,Management,4,3651.38,Tijdelijk,36,2017-10-20,,True,243
412,Jesse,Smeets,jesse.smeets@degoudentarwe.nl,+31 06 92552619,1981-01-21,29,Schoonmaker,Facilitair,1,1656.76,Oproep,0,2017-08-11,,True,
413,Lotte,Klein,lotte.klein@degoudentarwe.nl,+31 040 8851737,1995-08-21,30,Hoofdbakker,Productie,4,3333.10,Tijdelijk,32,2017-11-10,,True,25
414,Sem,van der Linden,sem.vanderlinden@degoudentarwe.nl,+31 040 4742673,1978-07-06,30,Banketbakker,Productie,4,3852.88,Oproep,0,2018-05-11,,True,218
415,Johanna,Hermans,johanna.hermans@degoudentarwe.nl,+31 030 1021122,1998-06-01,30,Regiomanager,Management,6,6475.19,Stage,24,2015-06-22,2016-03-07,False,285
416,Wilhelmina,Visser,wilhelmina.visser@degoudentarwe.nl,+31 040 4042323,1999-12-10,30,Regiomanager,Management,6,5419.73,Tijdelijk,40,2018-04-14,,True,290
417,Max,van Beek,max.vanbeek@degoudentarwe.nl,+31 030 2737548,1978-06-27,30,Marketing Medewerker,Marketing,3,3485.16,Stage,24,2015-03-24,2018-08-10,False,358
418,Kees,de Haan,kees.dehaan@degoudentarwe.nl,+31 06 14350407,1968-03-02,30,Schoonmaker,Facilitair,1,1629.44,Oproep,0,2018-07-03,,True,
419,Fleur,van der Linden,fleur.vanderlinden@degoudentarwe.nl,+31 030 3218801,1975-07-11,30,Filiaalmanager,Management,5,3754.39,Stage,20,2019-05-11,,True,128
420,Maria,Meijer,maria.meijer@degoudentarwe.nl,+31 06 85012373,1969-01-06,30,Leerling Bakker,Productie,1,1879.53,Oproep,0,2014-12-19,,True,
421,Kees,Hoekstra,kees.hoekstra@degoudentarwe.nl,+31 010 4692874,1998-06-23,30,Assistent Banketbakker,Productie,2,2667.05,Vast,20,2016-07-04,,True,
422,Fleur,Klein,fleur.klein@degoudentarwe.nl,+31 040 5391535,2004-11-17,30,Bakker,Productie,3,2539.24,Tijdelijk,40,2017-12-24,,True,405
423,Finn,van den Berg,finn.vandenberg@degoudentarwe.nl,+31 010 2039121,1998-12-22,30,HR Medewerker,HR,4,3787.40,Oproep,0,2014-11-14,,True,303
424,Annemiek,Groen,annemiek.groen@degoudentarwe.nl,+31 020 4361042,1976-03-26,30,Assistent Bakker,Productie,2,1952.07,Oproep,0,2018-04-09,2018-07-01,False,
425,Lisa,van Vliet,lisa.vanvliet@degoudentarwe.nl,+31 06 38543191,1999-04-07,30,Magazijnmedewerker,Logistiek,2,2258.58,Oproep,0,2016-11-21,,True,
426,Niels,Hermans,niels.hermans@degoudentarwe.nl,+31 040 3988854,1967-02-19,30,Banketbakker,Productie,4,3735.41,Vast,16,2018-06-14,,True,390
427,Lars,Willems,lars.willems@degoudentarwe.nl,+31 06 42264845,1994-03-18,31,Verkoopmedewerker,Verkoop,2,2003.26,Tijdelijk,16,2017-05-05,,True,
428,Lotte,de Graaf,lotte.degraaf@degoudentarwe.nl,+31 06 43679357,1991-10-03,31,Magazijnmedewerker,Logistiek,2,2049.74,Vast,36,2015-07-28,2016-10-27,False,
429,Jesse,Janssen,jesse.janssen@degoudentarwe.nl,+31 040 4331414,1984-03-02,31,Filiaalmanager,Management,5,3610.52,Vast,24,2015-09-13,,True,121
430,Luuk,Mulder,luuk.mulder@degoudentarwe.nl,+31 06 51680436,2004-08-27,31,Boekhouder,Financien,4,4150.71,Vast,32,2015-10-02,,True,86
431,Lotte,van Beek,lotte.vanbeek@degoudentarwe.nl,+31 020 5658125,1965-01-26,31,Assistent Bakker,Productie,2,1816.91,Tijdelijk,36,2017-07-06,,True,
432,Anna,van de Ven,anna.vandeven@degoudentarwe.nl,+31 030 5221051,1983-11-24,31,Boekhouder,Financien,4,4063.76,Vast,32,2018-09-16,,True,185
433,Eva,Jacobs,eva.jacobs@degoudentarwe.nl,+31 06 92369193,1971-08-12,31,Verkoopmedewerker (parttime),Verkoop,1,987.36,Vast,20,2017-02-25,,True,
434,Fleur,Willems,fleur.willems@degoudentarwe.nl,+31 020 8033936,1976-11-13,31,Bakker,Productie,3,2456.04,Stage,20,2016-08-27,,True,231
435,Sanne,Wolters,sanne.wolters@degoudentarwe.nl,+31 030 4574254,2003-02-14,32,Verkoopmedewerker (parttime),Verkoop,1,1147.00,Stage,24,2015-03-24,,True,
436,Johanna,Vermeer,johanna.vermeer@degoudentarwe.nl,+31 020 5606477,2003-03-08,32,Verkoopmedewerker,Verkoop,2,1984.46,Vast,20,2018-01-20,2021-05-22,False,
437,Emma,Dekker,emma.dekker@degoudentarwe.nl,+31 06 68621980,1972-12-18,32,Verkoopmedewerker,Verkoop,2,2084.97,Oproep,0,2015-01-10,,True,
438,Luuk,Hoekstra,luuk.hoekstra@degoudentarwe.nl,+31 030 3571051,1992-06-15,32,Boekhouder,Financien,4,3338.35,Tijdelijk,16,2015-10-05,,True,127
439,Iris,van Dijk,iris.vandijk@degoudentarwe.nl,+31 040 8314317,1979-01-01,32,Boekhouder,Financien,4,3662.27,Tijdelijk,36,2015-04-02,,True,386
440,Geertruida,Strik,geertruida.strik@degoudentarwe.nl,+31 020 7702225,1974-04-14,32,Bezorger,Logistiek,2,2369.74,Vast,36,2016-07-31,,True,
441,Stijn,Kuiper,stijn.kuiper@degoudentarwe.nl,+31 020 6947723,1989-01-24,32,Marketing Medewerker,Marketing,3,3084.47,Oproep,0,2014-07-19,2015-04-12,False,437
442,Jan,Jacobs,jan.jacobs@degoudentarwe.nl,+31 020 5323773,2002-03-05,32,Banketbakker,Productie,4,2879.04,Stage,24,2016-04-29,,True,196
443,Femke,Smit,femke.smit@degoudentarwe.nl,+31 06 99949545,1991-05-07,32,Assistent Banketbakker,Productie,2,2277.46,Oproep,0,2018-04-03,,True,
444,Geertruida,Smit,geertruida.smit@degoudentarwe.nl,+31 06 61601817,2001-10-16,32,Boekhouder,Financien,4,3158.17,Vast,36,2019-01-08,,True,172
445,Greta,de Jong,greta.dejong@degoudentarwe.nl,+31 040 3869940,1981-05-03,32,Bakker,Productie,3,3309.06,Stage,16,2016-02-01,,True,233
446,Lisa,de Groot,lisa.degroot@degoudentarwe.nl,+31 040 5681991,2000-09-27,32,Assistent Manager,Management,4,3348.65,Tijdelijk,40,2016-11-30,,True,1
447,Dirk,Vermeer,dirk.vermeer@degoudentarwe.nl,+31 010 8010612,1971-11-16,32,Marketing Medewerker,Marketing,3,3523.15,Tijdelijk,16,2017-09-19,,True,264
448,Levi,de Boer,levi.deboer@degoudentarwe.nl,+31 06 20553706,1988-07-24,32,Magazijnmedewerker,Logistiek,2,2127.58,Tijdelijk,24,2018-04-11,,True,
449,Jan,van den Berg,jan.vandenberg@degoudentarwe.nl,+31 020 8812031,2004-12-22,32,Boekhouder,Financien,4,3420.66,Stage,40,2015-10-21,,True,199
450,Niels,van den Berg,niels.vandenberg@degoudentarwe.nl,+31 06 97201143,1999-03-14,32,Assistent Banketbakker,Productie,2,2480.96,Oproep,0,2016-06-26,,True,
451,Finn,Vermeer,finn.vermeer@degoudentarwe.nl,+31 020 3125233,1989-09-19,32,Assistent Bakker,Productie,2,1980.14,Vast,36,2016-02-14,,True,
452,Eva,van Dijk,eva.vandijk@degoudentarwe.nl,+31 06 59707804,1968-07-28,32,Boekhouder,Financien,4,3834.78,Stage,20,2013-12-12,,True,205
453,Hendrik,Dijkstra,hendrik.dijkstra@degoudentarwe.nl,+31 06 20206414,1980-01-20,32,Verkoopmedewerker (parttime),Verkoop,1,1094.08,Oproep,0,2015-07-24,,True,
454,Pieter,Vermeer,pieter.vermeer@degoudentarwe.nl,+31 06 99601080,1981-05-25,32,Regiomanager,Management,6,5372.80,Tijdelijk,40,2017-12-03,,True,56
455,Julia,Visser,julia.visser@degoudentarwe.nl,+31 06 18623330,1974-11-23,33,HR Medewerker,HR,4,3153.37,Vast,24,2015-11-03,,True,160
456,Emma,van Vliet,emma.vanvliet@degoudentarwe.nl,+31 06 73765011,1986-12-20,33,Bezorger,Logistiek,2,2395.71,Stage,24,2017-10-18,,True,
457,Adriana,Hendriks,adriana.hendriks@degoudentarwe.nl,+31 06 93418121,1991-02-09,33,Banketbakker,Productie,4,3647.33,Tijdelijk,36,2018-02-28,,True,428
458,Noa,de Boer,noa.deboer@degoudentarwe.nl,+31 06 87887319,2002-12-04,33,Bezorger,Logistiek,2,1826.78,Tijdelijk,40,2015-05-02,,True,
459,Jan,van der Velden,jan.vandervelden@degoudentarwe.nl,+31 020 5826270,2004-01-19,33,Banketbakker,Productie,4,2941.34,Vast,32,2014-02-04,,True,275
460,Finn,van Beek,finn.vanbeek@degoudentarwe.nl,+31 06 84444890,1998-12-28,33,Verkoopmedewerker,Verkoop,2,2080.81,Vast,40,2015-12-19,,True,
461,Kees,Meijer,kees.meijer@degoudentarwe.nl,+31 030 1936606,1994-06-27,33,HR Medewerker,HR,4,3781.81,Vast,36,2014-11-20,,True,56
462,Stijn,de Jong,stijn.dejong@degoudentarwe.nl,+31 040 8386560,1966-06-11,33,Hoofdbakker,Productie,4,3762.16,Tijdelijk,40,2015-08-15,,True,372
463,Charlotte,Willems,charlotte.willems@degoudentarwe.nl,+31 040 1718425,2004-10-15,33,Magazijnmedewerker,Logistiek,2,1902.17,Stage,20,2015-10-27,,True,
464,Cornelia,de Vries,cornelia.devries@degoudentarwe.nl,+31 06 83968345,1997-07-18,33,Assistent Bakker,Productie,2,1936.13,Vast,36,2014-07-18,,True,
465,Petronella,de Graaf,petronella.degraaf@degoudentarwe.nl,+31 06 62971822,1979-08-03,33,Bezorger,Logistiek,2,2356.59,Oproep,0,2015-12-01,,True,
466,Lotte,Molenaar,lotte.molenaar@degoudentarwe.nl,+31 010 7260742,1974-10-02,33,HR Medewerker,HR,4,3427.52,Tijdelijk,16,2014-06-22,,True,73
467,Finn,van den Heuvel,finn.vandenheuvel@degoudentarwe.nl,+31 06 50274101,1968-09-01,33,Assistent Manager,Management,4,3222.66,Tijdelijk,36,2015-05-15,,True,159
468,Lynn,de Jong,lynn.dejong@degoudentarwe.nl,+31 040 9751088,1965-04-06,33,Verkoopmedewerker,Verkoop,2,2177.52,Tijdelijk,32,2017-06-02,,True,
469,Max,de Boer,max.deboer@degoudentarwe.nl,+31 06 89703441,1985-07-24,33,Filiaalmanager,Management,5,3520.66,Oproep,0,2014-04-14,,True,337
